,drugName,condition,review,rating,date,usefulCount
123696,Skyla,Birth Control,"""So I got my skyla inserted and it was honestly the worst pain of my entire life. My doctor had told me that I would feel some cramping but during and especially after I could not even breathe. I sat up after it was over and started sweating, my ears started to ring and I then passed out! When I woke up I was in the worst pain I have ever felt. I drove myself to the doctor but I had to have someone come get me because I couldn&#039;t even stand up. The rest of the day I had extreme cramping. Still debating on whether to take it out or not because it doesn&#039;t feel comfortable.""",1,7-Mar-17,2
162181,Denosumab,Osteoporosis,"""After getting my 2nd Prolia injection, I&#039;ve had the worst 4 months of my life!!  Within a couple weeks, I went from a very young 70 yr old to a 90 year old woman.  My back and hips have been so painful, that I have to wear a stiff back support to be able to move.  Even with this, I can&#039;t stand up straight. I am awakened at night because of the pain and I can&#039;t turn over in bed.  I am constantly achey and tired.  Before Prolia, I was extremely active.  I worked with a personal trainer twice a week for six months, before the 2nd injection, but now, I have probably lost all the muscle, strength and flexibility I gained.  I put my gym membership on hold, until I can move, again, without pain. Prolia is the worst!!!!!""",1,27-Jun-16,157
112931,Bisacodyl,Constipation,"""Do not take this if pill but  if you do take just one!""",10,16-Dec-16,0
82840,Paxil,Anxiety,"""I started to get anxiety and panic attacks when I was 24. I am now 30. I have tried multiple of medication for anxiety, bi-polar,depression etc... I was getting the racing thoughts but worst of all was the womp feeling you get it&#039;s hard to explain. I was on benzo as well and nothing helped me. Psychiatrist, group talk but your the only one who knows what you feel others do not understand it. I have always been a deep person and would think way to much. I got out of that stage on my own. Trust me it sucks i still get &quot;crazy&quot; but on Paxil it really helped me I only take Paxil nothing else. You name it I was on it schizophrenia meds as well. I understand when people say I can&#039;t get up I can&#039;t go out. Just try it all are different!""",10,26-Oct-16,58
114731,Methotrexate,Psoriasis,"""I live in the UK &amp; have had plaque psoriasis for 20 yrs. After various lotions, UVB &amp; PUVA, my knees &amp; elbows became infected and I could hardly walk or sleep with the discomfort. As I also have depression, my dermatologist decided on prescribing methotrexate as my quality of life was so severely affected. I take 15mg tablets once a week, within a month it had all but gone, &amp; has remained that way. It has been a year since I started, it&#039;s such a relief not to think about my knees all the time! I also take folic acid, &amp; the skin on my face has become quite oily, but it&#039;s definitely worth it. I&#039;ve recently noticed the few patches I have left are beginning to increase in size, but I hope this improves with the arrival of summer!""",9,6-May-14,86
26463,Sprintec,Ovarian Cysts,"""Before switching to Sprintec, I never had an ovarian cyst before. After starting Sprintec about 4 months ago, I wound up in the hospital 3 times for severe abdominal pain which turned out to be ovarian cysts. 
For everything else, this birth control is great and I have no complaints. But the cysts gotta go, so do these pills.""",3,18-Jan-15,12
227344,Etonogestrel,Birth Control,"""I got this for the same reason as everyone else, because I hate taking the pill. I must say I give it a 10 for birth control considering I&#039;m constantly on my period, so I can&#039;t have sex anyway. It&#039;s been three months that I&#039;ve been on my period, and the constant bleeding caused a bacterial infection which then led to problems with UTIs. I am miserable, but my doctor made me sign an agreement saying I couldn&#039;t get it removed because of period problems, so now I&#039;m stuck. I would not suggest this product to anyone who plans on having sex in the next six months or doesn&#039;t want to pay to constantly buy pads or tampons. It is becoming expensive and not worth all of this hassle.""",1,23-Oct-13,3
152480,Ciprofloxacin,Kidney Infections,"""I was given this medicine to prevent a kidney infection while having a kidney stone pass. It worked and didn&#039;t have too many side effects. I would recommend it.""",10,9-Nov-10,26
130786,Levonorgestrel,Birth Control,"""I am a 42 year old mother of 1. I had Mirena inserted in 2007 after I was done breast-feeding. I absolutely LOVED Mirena until recently. I didn&#039;t have to remember to take the pill daily and I felt it was the best way to prevent another pregnancy. A couple of months ago, I had a new one inserted after months of my husband complaining about the strings poking him. I don&#039;t know what made me look into it, but I realized that over the past 4 years I have gained over 35lbs.,my sex drive is almost non-existent, I am often dry during intercourse. I want to run to the ObGyn, but have to wait until next week to it removed. If you get one, be aware of your body&#039;s response to it following insertion.""",3,7-Nov-11,0
38072,Adipex-P,Weight Loss,"""These are all  fake commants for sure""",1,23-Jan-16,11
81626,Liraglutide,Weight Loss,"""Hi everyone! I started taking Saxenda 10 days and have already lost about 8 pounds. The first night I was very nauseous, but it hasn&#039;t been as bad. My appetite has become virtually non existent. I eat maybe a forth of what I used to eat, but I&#039;m loving the results already. I&#039;ve been on Metformin for almost 10 years and it&#039;s never done what this medication has. I&#039;m on my way to my goal weight!""",10,7-Jul-17,12
176057,Buprenex,Pain,"""I started Bupernex for pain 10 years ago, and it has been a life saver to me. I tried pain pills and they did not come close to giving me good pain relief.
Subutex and Suboxone are only approved for detox. 
Bupernex Injection is just approved for pain relief. Bupernex gave me back some quality of life back. No pain pill, lasted long enough or came close to relieving the pain like Bupernex. It does not give you constipation at all.""",10,16-Jun-11,15
123346,Apri,Birth Control,"""I&#039;m glad to have read these reviews, because now I know why I&#039;m hungry all the time! I think about food all the time. I have never been that way. I&#039;m a healthy eater and gym junkie. So, I have gained weight, lost any sex drive (but I&#039;m not active anyway), and am a little irritable. But besides that, I have no other problems. I&#039;m using it for surrogacy, so they have me on my second pack in a row to skip my period which worked perfectly. The last pill did not stop it. 
Why cant I be one of the people who have lost weight on it? """,7,16-May-13,5
107567,Implanon,Birth Control,"""LOVE IT! No complaints.""",10,23-Nov-10,2
21389,Benzoyl peroxide / erythromycin,Acne,"""I was prescribed this gel for a reaction to an antibiotic called Cirpoflaxacin that caused severe redness in my skin. I used it three times a day for five months and now have almost completely restored my skin back to its original clarity. I was taken off the gel after it was discovered I had psoriasis versus what doctors had initially diagnosed. 

Persistent usage of this antibotic is imperative for skin clarity. I noticed no improvement in my skin color/inflamatory symptoms until after a month of usage.

My only complaint is that the gel was painful to apply. It stung like a bee sting every time I applied it, often times worse if my skin was really inflamed.""",8,30-May-17,2
154831,Metronidazole,Giardiasis,"""I&#039;m 4 days into a 7 day treatment for suspected giardia - 400mg 3 x per day. 46 yrs old. No previous giardia or metronidazole. 
Giardia symptoms started improving within 48hrs. Nausea gone. Stomach pain gone. Diarrhea gone. Low fever gone. But these pills really knock me down. About 40 mins to an hour after taking the pill, I get tired, jaded, thick headed for 2-3 hours. Anxiety too. 
I&#039;m really looking forward to finishing the course. And I really hope they work!""",5,4-May-17,0
